Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Margin,Operating Profit,Sales Method
Sports Direct,H&M,1549982,11/7/2021,West,Washington,Seattle,TAYLOR Price Runner SB,15.24,2,30.47,43.78%,13.34,Online
West Gear,H&M,8012250,11/7/2021,Northeast,Massachusetts,Boston,TAYLOR Price Runner SB,15.24,1,15.24,46.64%,7.11,Online
West Gear,H&M,6009295,12/8/2021,South,Texas,Houston,TAYLOR Price Runner SB,13.54,4,54.17,39.71%,21.51,In-store
Walmart,H&M,7778390,12/8/2021,Southeast,Florida,Miami,TAYLOR Price Runner SB,13.54,6,81.25,47.90%,38.92,In-store
Walmart,H&M,2736235,12/8/2021,Northeast,Pennsylvania,Philadelphia,TAYLOR Price Runner SB,13.54,6,81.25,41.18%,33.46,In-store
Foot Locker,H&M,6770842,12/8/2021,Southeast,Florida,Miami,TAYLOR Price Runner SB,13.54,2,27.08,36.83%,9.98,Online
Walmart,H&M,7132079,12/8/2021,South,Louisiana,New Orleans,TAYLOR Price Runner SB,13.54,1,13.54,47.84%,6.48,In-store
Sports Direct,H&M,3056509,12/8/2021,South,Georgia,Atlanta,TAYLOR Price Runner SB,13.54,5,67.71,49.83%,33.74,In-store
Foot Locker,H&M,2035323,13/9/2021,Southeast,Tennessee,Nashville,TAYLOR Price Runner SB,13.54,4,54.17,30.84%,16.7,Online
Walmart,H&M,8443724,13/9/2021,Midwest,Michigan,Detroit,TAYLOR Price Runner SB,13.54,3,40.63,41.90%,17.02,Outlet
Walmart,H&M,5245600,13/9/2021,West,California,Los Angeles,TAYLOR Price Runner SB,13.54,3,40.63,44.55%,18.1,In-store
Walmart,H&M,2954223,13/9/2021,Midwest,Illinois,Chicago,TAYLOR Price Runner SB,16.93,1,16.93,29.43%,4.98,Outlet
Sports Direct,H&M,7599151,13/9/2021,Midwest,Illinois,Chicago,TAYLOR Price Runner SB,16.93,2,33.86,49.99%,16.93,Outlet
West Gear,H&M,1397714,13/9/2021,Midwest,Illinois,Chicago,TAYLOR Price Runner SB,15.24,1,15.24,43.33%,6.6,Outlet
West Gear,H&M,6308769,12/10/2021,West,California,Los Angeles,TAYLOR Price Runner SB,16.93,1,16.93,44.78%,7.58,Outlet
Walmart,H&M,4099885,12/10/2021,Southeast,Alabama,Birmingham,TAYLOR Price Runner SB,16.93,4,67.73,38.42%,26.02,Online
Walmart,H&M,8535262,12/10/2021,Northeast,Massachusetts,Boston,TAYLOR Price Runner SB,16.93,2,33.86,37.32%,12.64,In-store
Sports Direct,H&M,1260697,12/10/2021,Southeast,Tennessee,Nashville,TAYLOR Price Runner SB,16.93,1,16.93,27.29%,4.62,Outlet
Walmart,H&M,4876713,12/10/2021,West,California,Los Angeles,TAYLOR Price Runner SB,16.93,1,16.93,49.26%,8.34,Outlet
West Gear,H&M,6456271,12/10/2021,Southeast,Alabama,Birmingham,TAYLOR Price Runner SB,27.44,2,54.88,34.38%,18.87,Outlet
West Gear,H&M,4159356,12/11/2021,Southeast,Tennessee,Nashville,TAYLOR Price Runner SB,13.54,2,27.08,44.15%,11.96,Outlet
Foot Locker,H&M,8909132,12/11/2021,Northeast,Massachusetts,Boston,TAYLOR Price Runner SB,16.93,1,16.93,46.25%,7.83,Online
Foot Locker,H&M,5372802,12/11/2021,West,Washington,Seattle,TAYLOR Price Runner SB,16.93,1,16.93,46.54%,7.88,In-store
Walmart,H&M,3567754,12/11/2021,Northeast,Pennsylvania,Philadelphia,TAYLOR Price Runner SB,15.24,1,15.24,47.53%,7.24,In-store
Sports Direct,H&M,4499817,12/11/2021,Northeast,Pennsylvania,Philadelphia,TAYLOR Price Runner SB,30.49,1,30.49,30.74%,9.37,Outlet
Walmart,H&M,4327590,12/11/2021,West,Nevada,Las Vegas,TAYLOR Price Runner SB,16.93,1,16.93,37.10%,6.28,Online
Walmart,H&M,8737732,11/12/2021,Southeast,Tennessee,Nashville,TAYLOR Price Runner SB,16.93,1,16.93,38.93%,6.59,Online
Walmart,H&M,6342525,11/12/2021,Southeast,Tennessee,Nashville,JOHANNES Runner SB,42.36,1,42.36,26.98%,11.43,Online
West Gear,H&M,1118482,11/12/2021,West,Nevada,Las Vegas,JOHANNES Runner SB,42.36,1,42.36,29.48%,12.48,In-store
Walmart,H&M,1280454,11/12/2021,West,California,Los Angeles,JOHANNES Runner SB,42.36,1,42.36,49.15%,20.82,Outlet
Foot Locker,H&M,8644734,11/12/2021,Midwest,Ohio,Cleveland,JOHANNES Runner SB,42.36,1,42.36,46.75%,19.8,Online
Sports Direct,H&M,7105811,11/12/2021,South,Georgia,Atlanta,JOHANNES Runner SB,38.12,2,76.24,39.16%,29.85,In-store
Sports Direct,H&M,3688732,9/1/2021,South,Louisiana,New Orleans,JOHANNES Runner SB,42.36,2,84.71,33.57%,28.44,Online
Sports Direct,H&M,1424994,9/1/2021,South,Louisiana,New Orleans,JOHANNES Runner SB,42.36,1,42.36,42.41%,17.96,Outlet
West Gear,H&M,2258219,9/1/2021,Northeast,Massachusetts,Boston,JOHANNES Runner SB,33.92,1,33.92,28.34%,9.61,Outlet
Walmart,H&M,4547350,9/1/2021,Southeast,Alabama,Birmingham,JOHANNES Runner SB,42.36,1,42.36,25.33%,10.73,Outlet
Walmart,H&M,3228908,9/1/2021,Southeast,Tennessee,Nashville,JOHANNES Runner SB,33.9,1,33.9,26.44%,8.96,Outlet
Sports Direct,H&M,9344028,9/1/2021,West,Washington,Seattle,JOHANNES Runner SB,22.86,1,22.86,48.63%,11.12,In-store
Sports Direct,H&M,1689129,9/2/2021,South,Texas,Houston,JOHANNES Runner SB,25.41,1,25.41,31.59%,8.03,Online
Walmart,H&M,9822661,9/2/2021,West,California,Los Angeles,JOHANNES Runner SB,25.41,1,25.41,28.01%,7.12,Online
Foot Locker,H&M,3166938,9/2/2021,Northeast,Pennsylvania,Philadelphia,JOHANNES Runner SB,25.41,2,50.81,44.43%,22.58,Online
West Gear,H&M,3416104,9/2/2021,West,California,Los Angeles,JOHANNES Runner SB,25.41,1,25.41,48.38%,12.29,In-store
Foot Locker,H&M,6774620,9/2/2021,West,California,Los Angeles,JOHANNES Runner SB,25.41,1,25.41,43.33%,11.01,In-store
Walmart,H&M,5857305,9/2/2021,South,Louisiana,New Orleans,JOHANNES Runner SB,25.41,1,25.41,47.74%,12.13,In-store
Walmart,H&M,4776298,8/3/2021,South,Texas,Houston,JOHANNES Runner SB,38.12,1,38.12,47.11%,17.96,Online
Sports Direct,H&M,7657658,8/3/2021,West,California,Los Angeles,JOHANNES Runner SB,25.41,1,25.41,49.98%,12.7,Outlet
West Gear,H&M,6348485,8/3/2021,Northeast,New York,New York City,JOHANNES Runner SB,36,1,36,37.37%,13.45,In-store
West Gear,H&M,1917784,8/3/2021,Northeast,Pennsylvania,Philadelphia,JOHANNES Runner SB,16.93,1,16.93,41.66%,7.05,In-store
Sports Direct,H&M,3757854,8/3/2021,Midwest,Illinois,Chicago,JOHANNES Runner SB,15.24,1,15.24,25.43%,3.87,Online
Sports Direct,H&M,1514676,8/3/2021,Northeast,New York,New York City,JOHANNES Runner SB,15.24,1,15.24,30.49%,4.65,Outlet
Sports Direct,H&M,5670264,9/4/2021,West,Nevada,Las Vegas,Anna Price Sandal BG,8.63,1,8.63,26.66%,2.3,In-store
Sports Direct,H&M,4254613,9/4/2021,South,Texas,Houston,Anna Price Sandal BG,10.15,1,10.15,43.03%,4.37,In-store
Sports Direct,H&M,4236601,9/4/2021,Southeast,Florida,Miami,Anna Price Sandal BG,10.15,1,10.15,34.24%,3.48,In-store
Walmart,H&M,6317816,9/4/2021,South,Texas,Houston,Anna Price Sandal BG,9.14,2,18.27,36.29%,6.63,In-store
Walmart,H&M,6961735,9/4/2021,South,Louisiana,New Orleans,Anna Price Sandal BG,10.15,1,10.15,49.11%,4.99,Outlet
Sports Direct,H&M,8840454,9/4/2021,Northeast,New York,New York City,Anna Price Sandal BG,10.15,2,20.31,41.22%,8.37,In-store
Sports Direct,H&M,5219457,10/5/2021,Midwest,Michigan,Detroit,Anna Price Sandal BG,10.15,1,10.15,46.74%,4.75,Online
Sports Direct,H&M,6541518,10/5/2021,Midwest,Illinois,Chicago,Anna Price Sandal BG,10.15,1,10.15,32.74%,3.32,Outlet
Sports Direct,H&M,3622770,10/5/2021,South,Texas,Houston,Anna Price Sandal BG,10.15,1,10.15,26.37%,2.68,Outlet
West Gear,H&M,4283753,10/5/2021,Northeast,New York,New York City,Anna Price Sandal BG,10.15,1,10.15,45.52%,4.62,In-store
Foot Locker,H&M,5126114,10/5/2021,Midwest,Illinois,Chicago,Anna Price Sandal BG,10.15,1,10.15,45.38%,4.61,Outlet
West Gear,H&M,3995556,10/5/2021,Southeast,Florida,Miami,Anna Price Sandal BG,10.15,1,10.15,27.00%,2.74,Online
Foot Locker,H&M,5936066,9/6/2021,South,Louisiana,New Orleans,Anna Price Sandal BG,10.15,1,10.15,29.57%,3,Outlet
Foot Locker,H&M,5087065,9/6/2021,Southeast,Alabama,Birmingham,Anna Price Sandal BG,8.12,1,8.12,34.99%,2.84,Online
Foot Locker,H&M,8099770,9/6/2021,Southeast,Alabama,Birmingham,Anna Price Sandal BG,10.15,1,10.15,43.31%,4.4,In-store
Walmart,H&M,2346126,9/6/2021,South,Texas,Houston,Anna Price Sandal BG,10.15,2,20.31,37.90%,7.69,Outlet
Walmart,H&M,8601379,9/6/2021,South,Texas,Houston,Anna Price Sandal BG,7.31,1,7.31,36.83%,2.69,In-store
Sports Direct,H&M,1576410,9/6/2021,Northeast,Massachusetts,Boston,Anna Price Sandal BG,22.02,2,44.03,31.74%,13.98,In-store
West Gear,H&M,4582942,8/7/2021,West,Washington,Seattle,Anna Price Sandal BG,22.02,2,44.03,41.60%,18.32,In-store
West Gear,H&M,8643102,8/7/2021,Midwest,Ohio,Cleveland,Anna Price Sandal BG,18.98,1,18.98,41.00%,7.78,Online
Sports Direct,H&M,6782408,8/7/2021,Midwest,Illinois,Chicago,Anna Price Sandal BG,15.24,1,15.24,49.12%,7.48,Outlet
West Gear,H&M,2258369,8/7/2021,Northeast,Massachusetts,Boston,Anna Price Sandal BG,16.93,1,16.93,27.42%,4.64,Outlet
Walmart,H&M,8417253,8/7/2021,West,California,Los Angeles,Anna Price Sandal BG,16.93,1,16.93,45.64%,7.73,In-store
Foot Locker,H&M,1862913,8/7/2021,Midwest,Illinois,Chicago,Crochet sandal BG,33.88,1,33.88,41.80%,14.16,Outlet
West Gear,H&M,8138775,9/8/2021,West,Nevada,Las Vegas,Crochet sandal BG,16.93,1,16.93,32.94%,5.58,In-store
Foot Locker,H&M,1765174,9/8/2021,West,California,Los Angeles,Crochet sandal BG,22.02,1,22.02,40.04%,8.82,In-store
West Gear,H&M,4869283,9/8/2021,West,California,Los Angeles,Crochet sandal BG,17.61,1,17.61,39.85%,7.02,Outlet
West Gear,H&M,3761598,9/8/2021,Southeast,Tennessee,Nashville,Crochet sandal BG,22.02,1,22.02,31.48%,6.93,Online
Sports Direct,H&M,2347122,9/8/2021,South,Georgia,Atlanta,Crochet sandal BG,22.02,1,22.02,45.27%,9.97,Online
Walmart,H&M,7269979,9/8/2021,Midwest,Illinois,Chicago,Crochet sandal BG,42.36,1,42.36,34.48%,14.6,In-store
Sports Direct,H&M,6846322,10/9/2021,West,California,Los Angeles,Crochet sandal BG,42.36,1,42.36,32.68%,13.84,In-store
Walmart,H&M,7867295,10/9/2021,Midwest,Ohio,Cleveland,Crochet sandal BG,33.88,1,33.88,30.39%,10.3,Outlet
Walmart,H&M,8967732,10/9/2021,Midwest,Michigan,Detroit,Crochet sandal BG,33.88,1,33.88,41.40%,14.03,Online
Walmart,H&M,4992926,10/9/2021,Midwest,Ohio,Cleveland,Crochet sandal BG,42.36,2,84.71,47.90%,40.58,In-store
Sports Direct,H&M,3715415,10/9/2021,South,Georgia,Atlanta,Crochet sandal BG,42.36,2,84.71,46.98%,39.8,Online
Foot Locker,H&M,2704516,10/9/2021,Northeast,Pennsylvania,Philadelphia,Crochet sandal BG,42.36,1,42.36,48.44%,20.52,In-store
Sports Direct,H&M,7475033,9/10/2021,South,Texas,Houston,Crochet sandal BG,38.12,1,38.12,27.01%,10.3,Outlet
Sports Direct,H&M,4250039,9/10/2021,Northeast,Massachusetts,Boston,Crochet sandal BG,39.61,1,39.61,33.04%,13.09,Online
Walmart,H&M,4482720,9/10/2021,Northeast,Pennsylvania,Philadelphia,Crochet sandal BG,42.36,1,42.36,33.51%,14.19,Outlet
Sports Direct,H&M,2444312,9/10/2021,Southeast,Florida,Miami,Crochet sandal BG,25.41,3,76.22,46.06%,35.11,In-store
West Gear,H&M,6177139,9/10/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,35.58,1,35.58,39.64%,14.1,Outlet
Sports Direct,H&M,3175823,9/10/2021,West,California,Los Angeles,OL LYNLOV Sandalette,35.58,1,35.58,29.53%,10.51,In-store
Foot Locker,H&M,7111149,9/11/2021,South,Georgia,Atlanta,OL LYNLOV Sandalette,35.58,2,71.15,41.34%,29.41,Online
Foot Locker,H&M,8565715,9/11/2021,South,Texas,Houston,OL LYNLOV Sandalette,35.58,1,35.58,38.34%,13.64,In-store
Sports Direct,H&M,6927669,9/11/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,35.58,2,71.15,39.60%,28.18,Outlet
Sports Direct,H&M,3208559,9/11/2021,Southeast,Florida,Miami,OL LYNLOV Sandalette,47.44,2,94.88,43.06%,40.86,Online
West Gear,H&M,7771342,9/11/2021,Northeast,Massachusetts,Boston,OL LYNLOV Sandalette,47.44,2,94.88,28.27%,26.83,In-store
Walmart,H&M,3695621,9/11/2021,South,Georgia,Atlanta,OL LYNLOV Sandalette,67.78,1,67.78,49.46%,33.52,In-store
West Gear,H&M,9898819,8/12/2021,West,Washington,Seattle,OL LYNLOV Sandalette,47.44,1,47.44,27.99%,13.28,In-store
Walmart,H&M,2283062,8/12/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,40.32,1,40.32,40.71%,16.41,In-store
Foot Locker,H&M,6874278,8/12/2021,West,Washington,Seattle,OL LYNLOV Sandalette,40.32,1,40.32,43.21%,17.42,Online
West Gear,H&M,2597764,8/12/2021,Southeast,Tennessee,Nashville,OL LYNLOV Sandalette,47.44,3,142.32,27.39%,38.99,Outlet
Sports Direct,H&M,9327624,8/12/2021,Midwest,Illinois,Chicago,OL LYNLOV Sandalette,47.44,1,47.44,37.77%,17.92,In-store
Foot Locker,H&M,3604018,8/12/2021,South,Georgia,Atlanta,OL LYNLOV Sandalette,45,1,45,32.61%,14.68,Outlet
Foot Locker,H&M,4992128,6/1/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,47.44,1,47.44,27.08%,12.85,In-store
Sports Direct,H&M,1132715,6/1/2021,South,Georgia,Atlanta,OL LYNLOV Sandalette,47.44,1,47.44,39.90%,18.93,Online
Foot Locker,H&M,5687778,6/1/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,47.44,1,47.44,45.14%,21.42,Online
West Gear,H&M,8078184,6/1/2021,Southeast,Florida,Miami,OL LYNLOV Sandalette,47.44,1,47.44,29.94%,14.2,In-store
Foot Locker,H&M,7501602,6/1/2021,Northeast,Pennsylvania,Philadelphia,OL LYNLOV Sandalette,47.44,1,47.44,42.49%,20.16,Online
West Gear,H&M,3385660,6/1/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,47.44,1,47.44,41.66%,19.77,Outlet
Sports Direct,H&M,6695818,6/2/2021,South,Louisiana,New Orleans,OL LYNLOV Sandalette,47.44,1,47.44,47.60%,22.58,Outlet
Sports Direct,H&M,6199265,6/2/2021,Northeast,New York,New York City,OL LYNLOV Sandalette,47.44,1,47.44,27.76%,13.17,Online
Foot Locker,H&M,8574730,6/2/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,47.44,1,47.44,48.02%,22.78,In-store
Foot Locker,H&M,7683157,6/2/2021,West,California,Los Angeles,OL LYNLOV Sandalette,42.69,2,85.39,30.48%,26.03,Outlet
Sports Direct,H&M,6235340,6/2/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,47.44,1,47.44,41.33%,19.61,Outlet
Sports Direct,H&M,8004939,6/2/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,47.44,1,47.44,46.07%,21.86,Outlet
Walmart,H&M,2416488,5/3/2021,Southeast,Tennessee,Nashville,OL LYNLOV Sandalette,47.44,1,47.44,38.80%,18.41,Online
Foot Locker,H&M,5293074,5/3/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,40.32,2,80.64,33.94%,27.37,In-store
Walmart,H&M,5197706,5/3/2021,Northeast,New York,New York City,OL LYNLOV Sandalette,47.44,2,94.88,34.90%,33.11,Outlet
Walmart,H&M,2442742,5/3/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,47.44,2,94.88,45.58%,43.25,Outlet
Sports Direct,H&M,5105003,5/3/2021,West,Washington,Seattle,OL LYNLOV Sandalette,42.36,1,42.36,29.11%,12.33,In-store
Walmart,H&M,9644292,5/3/2021,South,Texas,Houston,OL LYNLOV Sandalette,47.44,1,47.44,39.21%,18.6,Online
Foot Locker,H&M,6987259,6/4/2021,Northeast,Pennsylvania,Philadelphia,OL LYNLOV Sandalette,47.44,1,47.44,41.11%,19.5,In-store
West Gear,H&M,3197812,6/4/2021,West,Nevada,Las Vegas,OL LYNLOV Sandalette,47.44,1,47.44,25.68%,12.18,Online
West Gear,H&M,4801046,6/4/2021,Northeast,Pennsylvania,Philadelphia,OL LYNLOV Sandalette,47.44,2,94.88,41.95%,39.8,In-store
West Gear,H&M,5867927,6/4/2021,Southeast,Alabama,Birmingham,OL LYNLOV Sandalette,47.44,2,94.88,45.65%,43.32,Outlet
West Gear,H&M,5948381,6/4/2021,South,Texas,Houston,OL LYNLOV Sandalette,47.44,1,47.44,46.24%,21.94,In-store
West Gear,H&M,6763576,6/4/2021,Northeast,Massachusetts,Boston,OL LYNLOV Sandalette,47.44,1,47.44,45.54%,21.61,In-store
West Gear,H&M,7057433,7/5/2021,South,Louisiana,New Orleans,OL LYNLOV Sandalette,47.44,1,47.44,31.60%,14.99,In-store
Walmart,H&M,9597442,7/5/2021,West,Nevada,Las Vegas,OL LYNLOV Sandalette,47.44,1,47.44,48.61%,23.06,In-store
West Gear,H&M,1007261,7/5/2021,West,California,Los Angeles,OL LYNLOV Sandalette,47.44,1,47.44,34.45%,16.34,Outlet
West Gear,H&M,1784348,7/5/2021,Midwest,Illinois,Chicago,OL LYNLOV Sandalette,47.44,1,47.44,40.08%,19.01,In-store
West Gear,H&M,7780218,7/5/2021,South,Texas,Houston,OL LYNLOV Sandalette,47.44,1,47.44,30.08%,14.27,Outlet
West Gear,H&M,9189391,7/5/2021,West,Nevada,Las Vegas,OL LYNLOV Sandalette,47.44,1,47.44,25.01%,11.86,In-store
West Gear,H&M,8098131,6/6/2021,Northeast,Massachusetts,Boston,OL LYNLOV Sandalette,47.44,1,47.44,49.89%,23.67,Outlet
Walmart,H&M,1576103,6/6/2021,Southeast,Tennessee,Nashville,OL LYNLOV Sandalette,42.71,1,42.71,29.95%,12.79,In-store
Sports Direct,H&M,4917696,6/6/2021,Southeast,Alabama,Birmingham,OL LYNLOV Sandalette,47.44,1,47.44,29.69%,14.09,Outlet
Sports Direct,H&M,3964916,6/6/2021,West,California,Los Angeles,OL LYNLOV Sandalette,47.44,2,94.88,29.67%,28.16,Outlet
Sports Direct,H&M,2907257,6/6/2021,South,Louisiana,New Orleans,OL LYNLOV Sandalette,47.44,3,142.32,30.49%,43.39,In-store
Foot Locker,H&M,4595465,6/6/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,47.44,1,47.44,42.16%,20,In-store
Sports Direct,H&M,1054343,5/7/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,45.85,1,45.85,40.80%,18.71,Online
Walmart,H&M,1807255,5/7/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,47.44,1,47.44,27.16%,12.89,In-store
West Gear,H&M,5440299,5/7/2021,Northeast,Pennsylvania,Philadelphia,OL LYNLOV Sandalette,47.44,1,47.44,34.29%,16.27,In-store
West Gear,H&M,6099065,5/7/2021,West,Nevada,Las Vegas,OL LYNLOV Sandalette,17.78,1,17.78,48.44%,8.61,Outlet
Sports Direct,H&M,2536374,5/7/2021,Northeast,Massachusetts,Boston,OL LYNLOV Sandalette,27.1,1,27.1,43.06%,11.67,Online
Walmart,H&M,9258175,5/7/2021,West,Washington,Seattle,OL LYNLOV Sandalette,47.44,1,47.44,30.11%,14.28,Online
West Gear,H&M,3719706,6/8/2021,Southeast,Florida,Miami,OL LYNLOV Sandalette,47.44,1,47.44,48.49%,23,Online
Foot Locker,H&M,1083199,6/8/2021,Southeast,Florida,Miami,OL LYNLOV Sandalette,47.44,1,47.44,28.22%,13.39,Online
Sports Direct,H&M,4959632,6/8/2021,South,Georgia,Atlanta,OL LYNLOV Sandalette,47.44,1,47.44,29.08%,13.8,In-store
West Gear,H&M,2526413,6/8/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,47.44,1,47.44,27.52%,13.06,Online
Sports Direct,H&M,9332175,6/8/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,33.88,1,33.88,44.08%,14.94,Online
Foot Locker,H&M,2859662,6/8/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,33.88,5,169.41,27.06%,45.85,In-store
Foot Locker,H&M,1100997,7/9/2021,South,Texas,Houston,OL LYNLOV Sandalette,33.88,1,33.88,42.21%,14.3,In-store
West Gear,H&M,8089183,7/9/2021,Midwest,Illinois,Chicago,OL LYNLOV Sandalette,30.49,3,91.47,31.64%,28.94,Online
Walmart,H&M,6769349,7/9/2021,South,Texas,Houston,OL LYNLOV Sandalette,33.88,2,67.76,49.60%,33.61,Online
Walmart,H&M,5797037,7/9/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,30.1,1,30.1,38.07%,11.46,Outlet
Walmart,H&M,7466319,7/9/2021,West,Nevada,Las Vegas,OL LYNLOV Sandalette,29.2,1,29.2,33.44%,9.77,Online
Foot Locker,H&M,3251287,7/9/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,27.44,1,27.44,46.19%,12.67,In-store
Foot Locker,H&M,7376259,6/10/2021,West,California,Los Angeles,OL LYNLOV Sandalette,30.49,1,30.49,39.76%,12.12,Outlet
Sports Direct,H&M,8475639,6/10/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,33.88,1,33.88,42.61%,14.44,In-store
Foot Locker,H&M,8847907,6/10/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,33.88,1,33.88,41.46%,14.05,In-store
Walmart,H&M,8537579,6/10/2021,West,Nevada,Las Vegas,OL LYNLOV Sandalette,33.88,1,33.88,40.41%,13.69,Online
West Gear,H&M,7746186,6/10/2021,Southeast,Florida,Miami,OL LYNLOV Sandalette,33.88,1,33.88,48.11%,16.3,Online
Sports Direct,H&M,2636936,6/10/2021,Northeast,Massachusetts,Boston,OL LYNLOV Sandalette,33.88,1,33.88,27.44%,9.3,Online
Foot Locker,H&M,7759602,6/11/2021,Southeast,Alabama,Birmingham,OL LYNLOV Sandalette,33.88,1,33.88,31.59%,10.7,In-store
Foot Locker,H&M,7876448,6/11/2021,West,Washington,Seattle,OL LYNLOV Sandalette,35.58,1,35.58,44.81%,15.94,Outlet
Sports Direct,H&M,5281248,6/11/2021,Northeast,New York,New York City,OL LYNLOV Sandalette,35.58,1,35.58,28.87%,10.27,Outlet
Foot Locker,H&M,2621987,6/11/2021,West,Washington,Seattle,OL LYNLOV Sandalette,35.58,1,35.58,25.71%,9.15,Online
Foot Locker,H&M,7502134,6/11/2021,Southeast,Tennessee,Nashville,OL LYNLOV Sandalette,47.44,1,47.44,48.26%,22.89,In-store
Walmart,H&M,1291913,6/11/2021,South,Georgia,Atlanta,OL LYNLOV Sandalette,47.44,1,47.44,43.10%,20.45,Outlet
Foot Locker,H&M,7508209,5/12/2021,Southeast,Florida,Miami,OL LYNLOV Sandalette,47.44,1,47.44,36.14%,17.15,Online
Walmart,H&M,1118991,5/12/2021,West,California,Los Angeles,OL LYNLOV Sandalette,47.44,3,142.32,39.68%,56.48,In-store
Sports Direct,H&M,6490508,5/12/2021,Northeast,New York,New York City,OL LYNLOV Sandalette,47.44,2,94.88,41.36%,39.25,In-store
Walmart,H&M,8918616,5/12/2021,Northeast,New York,New York City,OL LYNLOV Sandalette,47.44,1,47.44,25.27%,11.99,Online
West Gear,H&M,8121880,5/12/2021,Southeast,Tennessee,Nashville,OL LYNLOV Sandalette,47.44,1,47.44,45.19%,21.44,Outlet
Sports Direct,H&M,7202815,5/12/2021,South,Texas,Houston,OL LYNLOV Sandalette,47.44,1,47.44,32.03%,15.19,Outlet
West Gear,H&M,8434532,3/1/2021,South,Louisiana,New Orleans,OL LYNLOV Sandalette,47.44,1,47.44,42.91%,20.36,Outlet
Sports Direct,H&M,5676997,3/1/2021,West,Washington,Seattle,OL LYNLOV Sandalette,47.44,1,47.44,48.88%,23.19,Outlet
Foot Locker,H&M,2667688,3/1/2021,South,Louisiana,New Orleans,OL LYNLOV Sandalette,47.44,1,47.44,46.10%,21.87,Outlet
West Gear,H&M,2737612,3/1/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,47.44,2,94.88,47.45%,45.02,Outlet
Sports Direct,H&M,1385363,3/1/2021,Southeast,Florida,Miami,OL LYNLOV Sandalette,47.44,1,47.44,40.97%,19.44,In-store
Sports Direct,H&M,4495259,3/1/2021,South,Louisiana,New Orleans,OL LYNLOV Sandalette,47.44,1,47.44,45.07%,21.38,In-store
West Gear,H&M,8909415,3/2/2021,West,Nevada,Las Vegas,OL LYNLOV Sandalette,47.44,2,94.88,47.29%,44.87,Online
Foot Locker,H&M,6421911,3/2/2021,Midwest,Ohio,Cleveland,OL LYNLOV Sandalette,47.44,1,47.44,42.97%,20.39,Outlet
Walmart,H&M,7286704,3/2/2021,Midwest,Illinois,Chicago,OL LYNLOV Sandalette,47.44,1,47.44,27.95%,13.26,Outlet
West Gear,H&M,4346102,3/2/2021,South,Louisiana,New Orleans,OL LYNLOV Sandalette,47.44,1,47.44,45.33%,21.51,Online
Foot Locker,H&M,2177002,3/2/2021,Midwest,Illinois,Chicago,OL LYNLOV Sandalette,47.44,1,47.44,34.35%,16.3,Online
Walmart,H&M,8099994,3/2/2021,Southeast,Alabama,Birmingham,OL LYNLOV Sandalette,47.44,1,47.44,37.65%,17.86,Online
West Gear,H&M,4588007,2/3/2021,Northeast,Pennsylvania,Philadelphia,OL LYNLOV Sandalette,47.44,1,47.44,39.96%,18.96,In-store
Foot Locker,H&M,6813632,2/3/2021,West,Washington,Seattle,OL LYNLOV Sandalette,47.44,1,47.44,42.05%,19.95,Online
Sports Direct,H&M,2655050,2/3/2021,South,Texas,Houston,OL LYNLOV Sandalette,47.44,1,47.44,28.81%,13.67,Outlet
Foot Locker,H&M,5933725,2/3/2021,South,Texas,Houston,OL LYNLOV Sandalette,47.44,1,47.44,30.64%,14.54,In-store
Foot Locker,H&M,8675100,2/3/2021,South,Louisiana,New Orleans,OL LYNLOV Sandalette,47.44,1,47.44,40.31%,19.12,Online
Walmart,H&M,6142660,2/3/2021,Southeast,Alabama,Birmingham,OL LYNLOV Sandalette,47.44,1,47.44,47.12%,22.36,Outlet
Foot Locker,H&M,7228890,3/4/2021,West,California,Los Angeles,OL LYNLOV Sandalette,47.44,1,47.44,27.11%,12.86,Online
